dataset,task_type,variant,variant_label,config_hash,field_on_output,is_alpha_trainable,use_delta_or_bias,lambda_init,psi_init,epochs_requested,batch_size,hidden_1,hidden_2,hidden_3,weight_decay,label_smoothing,lr_initial,n_runs,n_unique_seeds,expected_seeds,complete_seed_set,best_val_loss_mean,best_val_loss_std,best_val_accuracy_pct_mean,best_val_accuracy_pct_std,best_val_top5_accuracy_pct_mean,best_val_top5_accuracy_pct_std,best_val_mse_mean,best_val_mse_std,best_val_rmse_mean,best_val_rmse_std,best_val_rmse_usd_mean,best_val_rmse_usd_std,best_val_mae_mean,best_val_mae_std,best_val_mae_usd_mean,best_val_mae_usd_std,best_val_r2_mean,best_val_r2_std,test_loss_mean,test_loss_std,test_accuracy_pct_mean,test_accuracy_pct_std,test_top5_accuracy_pct_mean,test_top5_accuracy_pct_std,test_mse_mean,test_mse_std,test_rmse_mean,test_rmse_std,test_rmse_usd_mean,test_rmse_usd_std,test_mae_mean,test_mae_std,test_mae_usd_mean,test_mae_usd_std,test_r2_mean,test_r2_std,field1_lambda_mean,field1_lambda_std,field1_psi_mean,field1_psi_std,field2_lambda_mean,field2_lambda_std,field2_psi_mean,field2_psi_std,field3_lambda_mean,field3_lambda_std,field3_psi_mean,field3_psi_std,output_lambda_mean,output_lambda_std,output_psi_mean,output_psi_std,train_seconds_mean,train_seconds_std
california_housing,regression,aptx_field,APTx Neuron + Lambda-Psi,66b8428c8eb2,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.0003,5,5,5,1,0.3221008584942929,0.009510982648163217,,,,,0.3221008586810888,0.009510983193713752,0.5674898452748811,0.008376618573464995,56748.98452748811,837.6618573464972,0.3930173576224682,0.005295062416172773,39301.73576224682,529.5062416172763,0.772818104709665,0.006708219272900914,0.38848439912463345,0.08699318311269835,,,,,0.3884844033096952,0.08699318642531846,0.6202527073524486,0.06865659410840456,62025.27073524485,6865.65941084046,0.39580719511768264,0.009897691680694586,39580.71951176827,989.7691680694587,0.699403821077369,0.06731240484552606,0.6291203141212464,0.01601716866553836,0.629289734363556,0.012272119925824042,0.6305817723274231,0.0189466593159531,0.633410370349884,0.022906215131287044,0.6543389558792114,0.009362227151738732,0.6241364359855652,0.02623304893975739,,,,,345.1683765904978,23.839304770597344
california_housing,regression,aptx_field,APTx Neuron + Lambda-Psi,66b8428c8eb2,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.0005,5,5,5,1,0.3009348853845005,0.0026486161068445453,,,,,0.3009348827557163,0.0026486167059645935,0.5485710713974938,0.0024141203165027473,54857.10713974938,241.41203165027554,0.37767099530919807,0.0025815352809533502,37767.09953091981,258.1535280953347,0.7877467408706653,0.0018681035673812003,0.3670506607654483,0.09557675263733506,,,,,0.3670506655174113,0.09557676426582011,0.602026148826911,0.07595378237824467,60202.61488269109,7595.378237824469,0.38046873198432285,0.008515981069699861,38046.87319843228,851.5981069699865,0.7159885272470371,0.07395408898614489,0.6355336666107178,0.017228809374276916,0.6281469345092774,0.012655215922661306,0.6416886448860168,0.01890392990477732,0.6409549713134766,0.027456552800368017,0.6817500829696655,0.020993191235393883,0.635330057144165,0.028029599560032304,,,,,291.7753140528686,50.9949605363914
california_housing,regression,aptx_field,APTx Neuron + Lambda-Psi,66b8428c8eb2,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.001,5,5,5,1,0.2781159676553667,0.0016443084525857325,,,,,0.27811596797694993,0.0016443093236496807,0.5273651692813516,0.0015597298649751097,52736.51692813516,155.9729864975106,0.3624164244564351,0.0031551355447875756,36241.64244564351,315.5135544787565,0.8038412161512838,0.001159752600846581,0.29372309899145316,0.005499068693339661,,,,,0.2937230991893243,0.005499067818235285,0.5419432619657278,0.005074445692719357,54194.32619657279,507.444569271936,0.3657985621832253,0.0037253631464923185,36579.85621832254,372.53631464923325,0.77272693440092,0.004254993919228718,0.6582077383995056,0.01994191616621042,0.632987916469574,0.01967553534378837,0.6750623106956481,0.02254106492424485,0.6549970984458924,0.02995021505654059,0.7299718976020813,0.03031056092267634,0.6669990539550781,0.02628875714630671,,,,,200.72388789094984,48.41414463554326
california_housing,regression,aptx_field,APTx Neuron + Lambda-Psi,66b8428c8eb2,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.002,5,5,5,1,0.26492547674696576,0.006271683312856932,,,,,0.2649254754461519,0.006271681240580102,0.514680301067615,0.006089246577074452,51468.0301067615,608.924657707444,0.3479277382438728,0.005895279231370689,34792.77382438728,589.5279231370677,0.8131446408774086,0.004423497772486639,0.27009572275849275,0.0051484549398041046,,,,,0.2700957221213289,0.0051484568315473605,0.519688668641302,0.004925673451404247,51968.86686413021,492.5673451404263,0.34900030647151803,0.006611501640189226,34900.030647151805,661.1501640189218,0.7910090049399057,0.00398370291761113,0.6931477785110474,0.02903510235014003,0.6025318145751953,0.03868670805420479,0.7423542499542236,0.037420245766343396,0.6587027788162232,0.016301739435459206,0.7933392763137818,0.03824200338841442,0.6953552961349487,0.022607913841562438,,,,,215.96258212327956,63.00193384565455
california_housing,regression,aptx_field,APTx Neuron + Lambda-Psi,66b8428c8eb2,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.003,5,5,5,1,0.2532553989757863,0.007838492217122166,,,,,0.25325539917169443,0.007838492803848324,0.5031969140363453,0.007767309379166787,50319.691403634526,776.73093791668,0.3372021431955256,0.007863468958996816,33720.214319552564,786.3468958996835,0.8213756963830352,0.005528590202117539,0.2610188309536424,0.009805544049416031,,,,,0.26101883017518646,0.009805543861280354,0.5108289807109031,0.009525140487556639,51082.89807109032,952.5140487556656,0.3392119963566751,0.007384956499809941,33921.19963566751,738.4956499809931,0.7980323989610265,0.00758720039169608,0.7346406579017639,0.024117339406504047,0.5771121978759766,0.05385382724929728,0.7988163590431213,0.05715263389875873,0.6690965414047241,0.03240413397459397,0.8400005459785461,0.03114831952415032,0.708726954460144,0.022389304341747174,,,,,212.4894149463624,27.642883066881875
california_housing,regression,aptx_field_relu,APTx Neuron + Lambda-Psi + ReLU,cdd33e2efe00,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.0003,5,5,5,1,0.31331422573836276,0.007782518257007112,,,,,0.31331422640085593,0.007782517092064799,0.559710344650508,0.006942306178923397,55971.03446505079,694.2306178923393,0.3860681837828931,0.004464704311871999,38606.81837828931,446.4704311871989,0.779015429928903,0.005489109809717255,0.33107403867928553,0.034532599080658435,,,,,0.3310740388389213,0.03453260010912774,0.5747960832291155,0.02922972680741754,57479.60832291155,2922.9726807417533,0.38668319177055777,0.0035009080809034836,38668.319177055775,350.09080809034657,0.743826032222646,0.026720165732861907,0.5501561999320984,0.019767370305507213,0.5434543013572692,0.009521025238075673,0.5528062582015991,0.014551772262956241,0.5435349702835083,0.013137908351715072,0.5572844862937927,0.017995343036248286,0.5419832229614258,0.013635917975816059,,,,,285.37110501183196,57.207402925384976
california_housing,regression,aptx_field_relu,APTx Neuron + Lambda-Psi + ReLU,cdd33e2efe00,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.0005,5,5,5,1,0.2993719317654307,0.005510006802661205,,,,,0.29937193371511317,0.0055100074822525885,0.5471303230925898,0.005042725913557724,54713.03230925898,504.2725913557715,0.3768781581734733,0.006348379360120468,37687.815817347335,634.8379360120462,0.7888491090131792,0.003886279434360185,0.31939936742302055,0.019225705159775213,,,,,0.31939936804274816,0.019225708701498312,0.5649539371532781,0.016823233107745653,56495.39371532782,1682.323310774564,0.37980687091733484,0.003450325398528568,37980.68709173348,345.0325398528584,0.7528595002373495,0.014876207444917345,0.554588007926941,0.022941653702598437,0.5473614692687988,0.015455521615682257,0.5596502780914306,0.016917308893746038,0.548561179637909,0.01604303914603672,0.5613445281982422,0.021899765387030378,0.5452893853187561,0.015246379351743302,,,,,189.71467933170499,28.399406077007562
california_housing,regression,aptx_field_relu,APTx Neuron + Lambda-Psi + ReLU,cdd33e2efe00,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.001,5,5,5,1,0.28968858534051467,0.002558092482696371,,,,,0.2896885827102616,0.002558091746718803,0.5382230616084842,0.002376621302263716,53822.30616084841,237.66213022637118,0.36631399328683234,0.003363839613813775,36631.399328683234,336.38396138137927,0.7956789015292614,0.0018042551445711364,0.2959645255591518,0.011149041478263271,,,,,0.2959645262229961,0.01114904043416356,0.5439484671383746,0.010282954391169963,54394.84671383747,1028.2954391169962,0.36755316901966467,0.00518066819831477,36755.316901966464,518.0668198314779,0.7709925934700731,0.00862675290078975,0.5530640721321106,0.023225454751137114,0.5500813722610474,0.012393214597062992,0.5628675580024719,0.019298169907318866,0.5444095134735107,0.01415576091873471,0.569021737575531,0.020955124061229916,0.5475051522254943,0.01567661008059917,,,,,163.98643980799244,34.81866427286807
california_housing,regression,aptx_field_relu,APTx Neuron + Lambda-Psi + ReLU,cdd33e2efe00,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.002,5,5,5,1,0.2803632847560468,0.007599395994534379,,,,,0.28036328792669085,0.007599394750301013,0.5294545361789932,0.007174786249259495,52945.453617899315,717.4786249259491,0.35771496640734896,0.0059651385307198795,35771.49664073489,596.5138530719884,0.8022561523684784,0.005359951257199725,0.27914330266242804,0.004047720998921454,,,,,0.2791433023790547,0.004047721373219816,0.5283290443804394,0.0038280613739966884,52832.90443804393,382.8061373996701,0.35734266538981546,0.007341350321149646,35734.266538981545,734.1350321149636,0.784008291318463,0.0031319908026356037,0.5669579386711121,0.03404317883874371,0.5532179117202759,0.018239758546963,0.5875957846641541,0.02067828388393215,0.549803900718689,0.014682872016384248,0.5859998106956482,0.025337473690140444,0.5501531958580017,0.018416158417337083,,,,,145.2422127036378,32.28820740638349
california_housing,regression,aptx_field_relu,APTx Neuron + Lambda-Psi + ReLU,cdd33e2efe00,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.003,5,5,5,1,0.27791343363680576,0.008760080744415795,,,,,0.27791343575724897,0.008760081425661462,0.5271219949186653,0.008354507033300493,52712.19949186654,835.4507033300503,0.358484110672229,0.006498290214563574,35848.4110672229,649.8290214563559,0.8039840647413726,0.00617859855862681,0.2804157006186109,0.005722307726367996,,,,,0.28041570083677153,0.0057223100085114385,0.5295208692697843,0.0054025277120412964,52952.08692697843,540.25277120413,0.3563034820363157,0.005121043898488726,35630.34820363157,512.1043898488742,0.7830237521421197,0.00442773122553907,0.5825252056121826,0.024942605136953257,0.5706778407096863,0.01899048966977937,0.598694097995758,0.015329357455426807,0.5627609133720398,0.01412473026477697,0.5996634483337402,0.023425446201338768,0.5472927927970886,0.020218411633017283,,,,,101.59487581467256,23.186881133267022
california_housing,regression,aptx_relu_field,APTx Neuron + ReLU + Lambda-Psi,26b8762a12eb,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.0003,5,5,5,1,0.3174604010212329,0.015484550845504439,,,,,0.3174604000413994,0.015484551745640868,0.5633013954210364,0.013781235345235166,56330.13954210364,1378.1235345235166,0.39499528440827314,0.01188676176037024,39499.528440827315,1188.6761760370227,0.776091080115871,0.010921454316205146,0.32658206367677495,0.01324907303657196,,,,,0.3265820658973836,0.013249072700505507,0.5713788328441239,0.011634822466970307,57137.8832844124,1163.4822466970304,0.39550023640455434,0.008508201688055043,39550.02364045543,850.8201688055038,0.7473017699628137,0.010251687311279789,0.5690213680267334,0.0311790100371407,0.5481315851211548,0.021979042177144505,0.5653002977371215,0.026084122075390338,0.5549285888671875,0.025263178701451783,0.5718810796737671,0.039672536918030805,0.5518061518669128,0.019514294499280285,,,,,319.84649892514574,47.681347173154016
california_housing,regression,aptx_relu_field,APTx Neuron + ReLU + Lambda-Psi,26b8762a12eb,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.0005,5,5,5,1,0.29677617852539984,0.011819278013181705,,,,,0.29677618010776513,0.011819278685778818,0.5446844711452933,0.010897648882750362,54468.44711452932,1089.764888275035,0.3787332085647093,0.010854441130702424,37873.32085647093,1085.4441130702432,0.7906799275544236,0.008336289893155605,0.3021934987500656,0.00845325438924358,,,,,0.3021934993273332,0.008453253947451273,0.5496777361498358,0.007736739342632287,54967.773614983584,773.673934263229,0.3799399897203485,0.009839963553509103,37993.99897203485,983.9963553509093,0.7661728233639283,0.00654084389081852,0.5752968668937684,0.03864277148818251,0.536371773481369,0.028566061224528868,0.5798686504364013,0.03431141974192236,0.5560923218727112,0.028056268471337503,0.5873812437057495,0.043502060925845104,0.5565802216529846,0.02375498536616538,,,,,318.59357697702944,28.732290943314556
california_housing,regression,aptx_relu_field,APTx Neuron + ReLU + Lambda-Psi,26b8762a12eb,0,1,1,0.5,0.5,200,128,128,64,32,0.0001,0.0,0.001,5,5,5,1,0.28370336113974104,0.009437215895144986,,,,,0.28370336248065525,0.009437216382135903,0.5325798176689787,0.008810525830841819,53257.98176689786,881.052583084183,0.3651530526000862,0.008879026240335711,36515.30526000862,887.9026240335719,0.7999003546513045,0.006656190588058513,0.28692409382310025,0.00548370566867487,,,,,0.2869240939177575,0.005483706880667336,0.5356334048556025,0.005117313815821864,53563.34048556026,511.7313815821863,0.3655921510586789,0.0055864305630041544,36559.215105867894,558.6430563004143,0.7779877762460392,0.004243108141837707,0.6107842445373535,0.04651574945956167,0.5156875669956207,0.026562992940896372,0.6238117575645447,0.04371696576878383,0.5532426118850708,0.024490810687063425,0.6205324292182922,0.04748697492889945,0.5710552930831909,0.029038857941301368,,,,,251.8947083887644,55.60816390488675
